temp,dew,humidity,solarradiation,windspeed,cloudcover,visibility,hour,day_of_week,month,conditions_Clear,conditions_Overcast,conditions_Partially cloudy,conditions_Rain,"conditions_Rain, Overcast","conditions_Rain, Partially cloudy",Solar Production (kWh)
56.0,51.9,86.1,110,17.3,99.6,6.4,14,5,2,False,False,False,False,True,False,0.67
57.7,51.1,78.72,60,18.2,90.1,9.9,15,5,2,False,True,False,False,False,False,0.14
57.7,49.9,75.19,31,21.1,100.0,9.8,16,5,2,False,False,False,False,True,False,0.1
56.1,51.0,83.13,20,17.0,100.0,5.6,17,5,2,False,False,False,False,True,False,0.06
55.8,49.9,80.53,0,23.5,100.0,9.3,18,5,2,False,False,False,False,True,False,0.01
55.0,48.8,79.53,0,27.6,100.0,9.9,19,5,2,False,False,False,False,True,False,0.0
55.8,48.8,77.4,0,22.3,100.0,9.7,20,5,2,False,False,False,False,True,False,0.01
54.9,49.9,83.18,0,17.2,100.0,9.9,21,5,2,False,False,False,False,True,False,0.0
53.8,49.9,86.62,0,15.3,100.0,9.9,22,5,2,False,False,False,False,True,False,0.01
53.8,50.0,87.08,0,13.0,99.6,9.9,23,5,2,False,True,False,False,False,False,0.0
53.0,51.8,95.45,0,9.8,99.6,3.0,0,6,2,False,False,False,False,True,False,0.01
52.8,51.0,93.33,0,6.9,97.5,3.5,1,6,2,False,False,False,False,True,False,0.0
52.8,51.0,93.76,0,10.8,97.5,9.8,2,6,2,False,True,False,False,False,False,0.01
52.7,51.0,93.73,0,9.6,97.5,8.7,3,6,2,False,False,False,False,True,False,0.0
51.0,49.7,95.37,0,8.5,10.6,8.8,4,6,2,True,False,False,False,False,False,0.01
50.8,48.5,91.92,0,10.3,3.7,9.9,5,6,2,True,False,False,False,False,False,0.0
49.7,47.7,92.74,0,7.4,3.1,9.9,6,6,2,True,False,False,False,False,False,0.01
48.6,47.7,96.65,12,7.4,53.9,8.3,7,6,2,False,False,True,False,False,False,0.1
52.5,49.6,89.8,83,13.6,77.1,4.9,8,6,2,False,False,True,False,False,False,0.42
52.9,50.9,92.79,195,14.0,89.3,7.7,9,6,2,False,False,True,False,False,False,1.2
56.7,52.8,86.86,78,16.0,26.8,9.3,10,6,2,False,False,True,False,False,False,3.01
60.1,51.9,74.35,382,17.3,87.1,9.9,11,6,2,False,False,True,False,False,False,5.28
64.1,51.9,64.5,352,18.9,0.0,9.9,12,6,2,True,False,False,False,False,False,5.28
67.6,51.8,56.97,636,21.3,29.9,9.9,13,6,2,False,False,True,False,False,False,4.85
67.8,50.9,54.79,272,25.0,8.1,9.9,14,6,2,True,False,False,False,False,False,0.81
66.1,49.9,55.93,474,19.8,98.5,9.9,15,6,2,False,True,False,False,False,False,1.82
67.8,49.0,51.09,54,21.1,55.2,9.9,16,6,2,False,False,True,False,False,False,0.67
66.6,50.1,55.46,18,21.6,90.6,9.9,17,6,2,False,True,False,False,False,False,0.02
62.8,53.0,70.22,0,18.6,100.0,9.8,18,6,2,False,False,False,False,True,False,0.0
62.8,52.2,68.32,0,22.4,100.0,9.9,19,6,2,False,True,False,False,False,False,0.01
61.8,53.1,72.99,0,20.8,100.0,9.7,20,6,2,False,False,False,False,True,False,0.0
60.1,53.1,77.76,0,14.8,56.3,9.9,21,6,2,False,False,False,False,False,True,0.0
60.3,53.9,79.3,0,22.1,100.0,9.0,22,6,2,False,False,False,False,True,False,0.01
57.6,55.7,93.3,0,17.1,100.0,6.1,23,6,2,False,False,False,False,True,False,0.0
57.6,55.7,93.3,0,8.9,100.0,9.9,0,0,2,False,False,False,False,True,False,0.01
55.3,54.0,95.24,0,8.8,100.0,3.5,1,0,2,False,False,False,False,True,False,0.0
55.2,54.9,98.88,0,1.2,100.0,9.3,2,0,2,False,False,False,False,True,False,0.01
55.1,52.9,92.32,0,6.0,85.2,9.9,3,0,2,False,False,False,False,False,True,0.0
53.9,52.8,95.95,0,14.0,3.7,9.9,4,0,2,True,False,False,False,False,False,0.01
53.8,51.1,90.39,0,8.3,9.8,9.9,5,0,2,True,False,False,False,False,False,0.0
53.9,51.1,90.36,0,11.0,79.9,9.9,6,0,2,False,False,True,False,False,False,0.01
55.0,52.9,92.66,12,12.1,10.1,9.8,7,0,2,True,False,False,False,False,False,0.36
55.9,53.7,92.09,57,17.0,8.8,9.8,8,0,2,True,False,False,False,False,False,0.77
58.9,53.7,82.9,98,16.8,55.6,9.9,9,0,2,False,False,True,False,False,False,1.07
62.7,54.8,75.36,166,19.0,85.2,9.9,10,0,2,False,False,True,False,False,False,1.36
62.8,49.9,62.74,271,22.1,97.5,9.9,11,0,2,False,True,False,False,False,False,1.16
64.7,50.8,60.63,175,25.1,99.6,9.9,12,0,2,False,True,False,False,False,False,1.52
64.8,47.6,53.63,428,22.3,88.0,9.9,13,0,2,False,False,True,False,False,False,1.7
64.8,44.9,48.42,167,23.8,90.6,9.9,14,0,2,False,True,False,False,False,False,3.22
65.6,44.9,47.13,132,19.1,49.1,9.7,15,0,2,False,False,True,False,False,False,1.72
66.4,47.7,50.93,78,20.7,90.2,9.8,16,0,2,False,True,False,False,False,False,0.79
65.4,47.0,51.4,20,18.8,100.0,9.9,17,0,2,False,False,False,False,True,False,0.06
61.0,47.9,62.07,0,9.3,89.5,9.7,18,0,2,False,False,False,False,False,True,0.0
59.1,48.0,66.55,0,11.0,90.6,9.9,19,0,2,False,False,False,False,True,False,0.01
58.9,46.3,63.03,0,12.9,6.7,9.9,20,0,2,True,False,False,False,False,False,0.0
56.8,47.1,69.9,0,11.9,9.8,9.9,21,0,2,True,False,False,False,False,False,0.01
55.9,47.1,72.13,0,11.9,5.9,9.9,22,0,2,True,False,False,False,False,False,0.0
55.1,47.1,74.2,0,10.7,49.1,9.9,23,0,2,False,False,True,False,False,False,0.01
53.8,47.7,79.85,0,5.8,88.3,9.9,0,1,2,False,False,True,False,False,False,0.0
53.6,47.7,80.31,0,8.6,97.1,9.9,1,1,2,False,True,False,False,False,False,0.01
53.6,46.9,77.88,0,8.7,89.3,9.9,2,1,2,False,False,True,False,False,False,0.0
53.4,46.8,78.25,0,9.6,87.5,9.9,3,1,2,False,False,True,False,False,False,0.0
52.3,48.3,86.12,0,5.2,87.5,9.9,4,1,2,False,False,True,False,False,False,0.01
51.4,46.6,83.8,0,9.6,45.0,9.9,5,1,2,False,False,True,False,False,False,0.0
49.5,45.8,87.02,0,9.5,86.6,9.9,6,1,2,False,False,True,False,False,False,0.01
47.5,44.7,89.89,15,6.9,0.0,9.9,7,1,2,True,False,False,False,False,False,1.02
50.8,46.1,83.76,79,5.5,2.7,9.6,8,1,2,True,False,False,False,False,False,1.85
54.6,47.9,78.06,124,8.7,9.9,9.9,9,1,2,True,False,False,False,False,False,1.92
58.7,48.9,70.09,189,7.8,0.0,9.9,10,1,2,True,False,False,False,False,False,5.12
62.5,48.8,60.78,247,11.9,0.0,9.9,11,1,2,True,False,False,False,False,False,3.43
65.3,47.0,51.57,353,13.9,0.0,9.9,12,1,2,True,False,False,False,False,False,2.55
64.7,47.4,53.62,186,10.1,30.3,9.9,13,1,2,False,False,True,False,False,False,2.01
63.8,45.9,52.07,37,10.2,6.2,9.9,14,1,2,True,False,False,False,False,False,0.47
62.6,45.9,54.4,64,9.0,98.9,9.9,15,1,2,False,False,False,False,True,False,0.18
54.0,48.6,81.95,24,6.8,100.0,2.7,16,1,2,False,False,False,False,True,False,0.08
52.8,49.7,89.19,17,8.7,100.0,3.3,17,1,2,False,False,False,False,True,False,0.01
52.0,48.9,88.85,0,4.8,99.6,9.8,18,1,2,False,False,False,False,True,False,0.0
52.8,49.8,89.62,0,5.6,100.0,9.9,19,1,2,False,False,False,False,True,False,0.0
51.9,49.8,92.56,0,3.9,100.0,9.9,20,1,2,False,True,False,False,False,False,0.01
51.0,48.8,92.13,0,5.2,98.9,9.9,21,1,2,False,True,False,False,False,False,0.0
50.9,49.7,95.77,0,3.2,90.1,9.9,22,1,2,False,True,False,False,False,False,0.01
49.9,48.7,95.74,0,0.0,49.5,9.7,23,1,2,False,False,False,False,False,True,0.0
48.6,47.8,96.96,0,0.0,92.7,1.2,0,2,2,False,True,False,False,False,False,0.01
48.7,47.8,96.89,0,2.9,90.6,3.8,1,2,2,False,True,False,False,False,False,0.0
47.9,47.9,99.76,0,3.5,99.3,0.5,2,2,2,False,True,False,False,False,False,0.01
47.9,47.9,99.87,0,0.0,99.6,0.1,3,2,2,False,True,False,False,False,False,0.0
48.8,48.8,100.0,0,0.0,100.0,0.8,4,2,2,False,True,False,False,False,False,0.01
47.1,47.1,99.94,0,3.0,100.0,0.4,5,2,2,False,True,False,False,False,False,0.0
46.8,45.9,96.68,0,4.3,100.0,0.0,6,2,2,False,True,False,False,False,False,0.01
46.6,45.8,96.74,15,4.2,100.0,0.0,7,2,2,False,True,False,False,False,False,0.26
48.6,47.8,97.07,136,5.1,89.6,0.3,8,2,2,False,False,True,False,False,False,0.78
50.2,49.8,98.33,319,3.4,80.0,1.0,9,2,2,False,False,True,False,False,False,1.48
52.3,50.7,94.52,100,3.5,89.0,2.4,10,2,2,False,False,True,False,False,False,3.64
55.3,50.8,84.83,131,5.9,46.5,9.9,11,2,2,False,False,True,False,False,False,5.24
60.0,49.7,68.81,178,7.2,45.0,9.9,12,2,2,False,False,True,False,False,False,5.2
61.7,44.0,52.21,738,6.9,1.8,9.9,13,2,2,True,False,False,False,False,False,4.67
62.6,43.2,48.95,638,0.7,3.1,9.9,14,2,2,True,False,False,False,False,False,3.21
63.6,41.2,43.98,350,4.6,5.9,9.9,15,2,2,True,False,False,False,False,False,2.17
63.8,40.3,42.08,105,3.7,1.8,9.9,16,2,2,True,False,False,False,False,False,0.81
61.6,43.0,50.58,29,6.8,1.0,9.9,17,2,2,True,False,False,False,False,False,0.06
56.8,43.9,61.98,0,6.9,1.0,9.9,18,2,2,True,False,False,False,False,False,0.0
54.1,44.7,70.46,0,7.6,0.0,9.9,19,2,2,True,False,False,False,False,False,0.01
53.7,47.3,78.93,0,6.6,0.0,9.9,20,2,2,True,False,False,False,False,False,0.0
51.4,46.8,84.44,0,6.4,3.1,9.9,21,2,2,True,False,False,False,False,False,0.01
48.9,46.8,92.5,0,5.1,1.8,9.9,22,2,2,True,False,False,False,False,False,0.0
48.9,47.0,92.81,0,4.9,3.1,9.9,23,2,2,True,False,False,False,False,False,0.01
48.0,46.0,92.98,0,4.8,0.0,9.9,0,3,2,True,False,False,False,False,False,0.0
47.7,45.9,93.22,0,0.3,0.0,9.9,1,3,2,True,False,False,False,False,False,0.01
46.1,44.9,95.21,0,0.5,1.0,4.6,2,3,2,True,False,False,False,False,False,0.0
44.1,43.1,96.37,0,3.4,0.0,8.3,3,3,2,True,False,False,False,False,False,0.01
43.4,42.4,96.43,0,0.0,0.0,2.3,4,3,2,True,False,False,False,False,False,0.0
42.4,41.3,95.57,0,0.0,73.9,1.3,5,3,2,False,False,True,False,False,False,0.01
42.3,41.1,95.57,0,0.0,75.7,0.8,6,3,2,False,False,True,False,False,False,0.0
42.3,41.2,95.98,19,0.0,0.0,4.5,7,3,2,True,False,False,False,False,False,1.03
46.9,46.0,96.38,148,0.1,1.0,9.4,8,3,2,True,False,False,False,False,False,2.99
51.0,48.4,90.86,319,2.9,3.3,9.6,9,3,2,True,False,False,False,False,False,4.17
55.7,48.7,77.14,111,4.4,44.2,9.9,10,3,2,False,False,True,False,False,False,4.85
56.9,48.9,74.51,273,7.4,1.0,9.9,11,3,2,True,False,False,False,False,False,5.13
59.1,48.8,68.68,211,6.5,1.0,9.9,12,3,2,True,False,False,False,False,False,5.02
61.1,47.0,59.82,644,5.3,1.8,9.9,13,3,2,True,False,False,False,False,False,4.7
62.9,46.9,56.04,571,3.5,4.5,9.9,14,3,2,True,False,False,False,False,False,3.7
63.9,45.9,51.84,429,0.1,0.0,9.9,15,3,2,True,False,False,False,False,False,2.29
64.8,46.0,50.61,72,5.7,0.0,9.9,16,3,2,True,False,False,False,False,False,0.82
62.7,46.0,54.36,35,3.7,0.0,9.9,17,3,2,True,False,False,False,False,False,0.08
59.0,44.9,59.43,0,4.8,0.0,9.9,18,3,2,True,False,False,False,False,False,0.0
56.0,45.0,66.34,0,1.9,0.0,9.9,19,3,2,True,False,False,False,False,False,0.01
53.8,46.1,75.18,0,4.3,0.0,9.9,20,3,2,True,False,False,False,False,False,0.0
50.2,46.1,85.7,0,2.9,0.0,9.9,21,3,2,True,False,False,False,False,False,0.01
47.4,44.9,90.97,0,2.9,0.0,9.9,22,3,2,True,False,False,False,False,False,0.0
47.3,44.9,91.3,0,0.0,0.0,9.9,23,3,2,True,False,False,False,False,False,0.01
45.2,43.2,92.44,0,0.0,0.0,9.9,0,4,2,True,False,False,False,False,False,0.0
43.2,42.3,96.44,0,0.0,0.0,9.6,1,4,2,True,False,False,False,False,False,0.01
43.3,41.2,92.44,0,3.2,0.0,9.9,2,4,2,True,False,False,False,False,False,0.0
43.2,42.1,96.09,0,5.5,0.0,6.7,3,4,2,True,False,False,False,False,False,0.01
43.0,42.1,96.41,0,4.6,0.0,1.9,4,4,2,True,False,False,False,False,False,0.0
40.6,40.2,98.48,0,3.6,73.9,2.4,5,4,2,False,False,True,False,False,False,0.01
40.1,39.9,99.15,0,3.4,79.2,0.8,6,4,2,False,False,True,False,False,False,0.0
40.2,40.1,99.72,15,4.9,73.9,1.0,7,4,2,False,False,True,False,False,False,0.3
44.3,43.2,95.99,97,5.7,73.9,1.4,8,4,2,False,False,True,False,False,False,1.21
47.3,46.9,98.55,228,7.1,77.1,4.0,9,4,2,False,False,True,False,False,False,2.46
50.2,47.6,90.69,221,5.2,24.1,9.9,10,4,2,False,False,True,False,False,False,3.66
55.1,46.1,71.57,232,1.1,0.0,9.9,11,4,2,True,False,False,False,False,False,3.72
57.6,46.0,65.2,390,7.2,0.0,9.9,12,4,2,True,False,False,False,False,False,3.77
60.9,46.1,58.25,355,8.3,0.0,9.9,13,4,2,True,False,False,False,False,False,3.17
62.7,46.3,54.87,384,4.3,0.0,9.9,14,4,2,True,False,False,False,False,False,3.34
64.7,46.0,50.81,295,8.2,0.0,9.9,15,4,2,True,False,False,False,False,False,2.11
64.0,47.6,55.32,103,7.0,0.0,9.9,16,4,2,True,False,False,False,False,False,0.87
62.8,47.6,57.58,44,8.2,0.0,9.9,17,4,2,True,False,False,False,False,False,0.13
59.1,47.5,65.4,0,0.7,0.0,9.9,18,4,2,True,False,False,False,False,False,0.0
56.0,47.7,73.56,0,0.5,0.0,9.9,19,4,2,True,False,False,False,False,False,0.01
52.1,48.4,87.37,0,0.1,0.0,9.9,20,4,2,True,False,False,False,False,False,0.0
48.9,46.7,92.02,0,0.0,0.0,9.9,21,4,2,True,False,False,False,False,False,0.01
49.9,45.9,85.97,0,0.0,0.0,9.9,22,4,2,True,False,False,False,False,False,0.0
49.6,45.8,86.78,0,2.9,0.0,9.9,23,4,2,True,False,False,False,False,False,0.01
47.0,44.9,92.29,0,4.1,0.0,9.9,0,5,2,True,False,False,False,False,False,0.0
46.1,43.2,89.4,0,0.0,0.0,9.6,1,5,2,True,False,False,False,False,False,0.0
46.0,43.1,89.62,0,3.4,0.0,9.6,2,5,2,True,False,False,False,False,False,0.01
46.7,43.8,89.86,0,3.4,0.0,9.4,3,5,2,True,False,False,False,False,False,0.0
45.9,43.9,93.0,0,0.3,0.0,8.0,4,5,2,True,False,False,False,False,False,0.01
43.2,42.2,96.27,0,2.9,0.0,6.3,5,5,2,True,False,False,False,False,False,0.0
41.4,40.0,95.0,0,0.0,0.0,5.3,6,5,2,True,False,False,False,False,False,0.01
40.2,39.1,95.97,16,0.0,0.0,6.0,7,5,2,True,False,False,False,False,False,0.66
46.9,44.8,92.51,142,0.0,0.0,6.1,8,5,2,True,False,False,False,False,False,2.8
51.9,47.0,83.34,331,3.0,0.0,9.6,9,5,2,True,False,False,False,False,False,4.18
57.7,47.0,67.55,90,5.2,0.0,9.9,10,5,2,True,False,False,False,False,False,4.87
61.0,47.0,59.93,437,3.2,0.0,9.9,11,5,2,True,False,False,False,False,False,5.06
65.6,46.9,50.85,227,3.2,0.0,9.9,12,5,2,True,False,False,False,False,False,4.52
66.7,47.0,49.04,544,3.3,0.0,9.9,13,5,2,True,False,False,False,False,False,3.56
69.8,46.9,44.02,495,0.5,0.0,9.9,14,5,2,True,False,False,False,False,False,3.45
70.7,48.2,44.82,435,5.4,0.0,9.9,15,5,2,True,False,False,False,False,False,2.29
70.8,46.6,42.02,224,3.7,0.0,9.9,16,5,2,True,False,False,False,False,False,0.83
69.0,46.9,45.27,34,5.0,0.0,9.9,17,5,2,True,False,False,False,False,False,0.07
62.3,47.6,58.7,0,5.8,0.0,9.9,18,5,2,True,False,False,False,False,False,0.01
60.1,47.8,63.89,0,3.5,0.0,9.9,19,5,2,True,False,False,False,False,False,0.0
57.1,48.5,72.87,0,2.9,0.0,9.9,20,5,2,True,False,False,False,False,False,0.0
55.7,47.7,74.3,0,0.1,0.0,9.9,21,5,2,True,False,False,False,False,False,0.01
52.0,46.9,82.78,0,3.0,0.0,9.9,22,5,2,True,False,False,False,False,False,0.0
50.7,46.0,83.78,0,2.5,0.0,9.9,23,5,2,True,False,False,False,False,False,0.01
49.6,45.9,87.13,0,4.1,0.0,9.9,0,6,2,True,False,False,False,False,False,0.0
47.0,43.9,88.96,0,0.0,0.0,9.9,1,6,2,True,False,False,False,False,False,0.01
46.0,43.0,89.15,0,0.0,0.0,9.9,2,6,2,True,False,False,False,False,False,0.0
46.1,43.9,92.03,0,0.0,0.0,7.0,3,6,2,True,False,False,False,False,False,0.01
43.8,42.7,95.84,0,0.6,0.0,6.4,4,6,2,True,False,False,False,False,False,0.01
43.2,41.1,92.18,0,5.2,0.0,5.2,5,6,2,True,False,False,False,False,False,0.0
42.4,41.1,95.31,0,0.1,0.0,2.8,6,6,2,True,False,False,False,False,False,0.03
42.1,40.9,95.54,25,4.2,0.0,2.8,7,6,2,True,False,False,False,False,False,1.29
48.4,45.8,90.79,154,3.4,0.0,8.0,8,6,2,True,False,False,False,False,False,3.0
54.7,49.6,82.9,322,0.3,0.0,9.9,9,6,2,True,False,False,False,False,False,4.12
59.6,48.0,65.33,103,4.1,0.0,9.9,10,6,2,True,False,False,False,False,False,4.79
62.8,48.1,58.8,334,6.1,0.0,9.6,11,6,2,True,False,False,False,False,False,5.08
65.7,48.0,52.8,392,6.2,0.0,9.9,12,6,2,True,False,False,False,False,False,4.95
67.8,47.8,48.84,664,6.6,0.0,9.9,13,6,2,True,False,False,False,False,False,4.51
69.7,48.6,47.07,588,6.3,0.0,9.9,14,6,2,True,False,False,False,False,False,3.82
70.8,46.3,41.64,454,5.3,0.0,9.9,15,6,2,True,False,False,False,False,False,2.34
70.7,46.1,41.33,84,7.3,0.0,9.9,16,6,2,True,False,False,False,False,False,0.93
68.8,47.9,47.22,38,5.8,0.0,9.9,17,6,2,True,False,False,False,False,False,0.08
61.9,47.7,59.58,2,7.8,0.0,9.9,18,6,2,True,False,False,False,False,False,0.0
60.9,47.7,61.88,0,0.3,0.0,9.9,19,6,2,True,False,False,False,False,False,0.01
56.9,49.5,76.17,0,8.2,24.1,9.9,20,6,2,False,False,True,False,False,False,0.0
56.6,44.5,63.91,0,12.7,0.0,9.9,21,6,2,True,False,False,False,False,False,0.0
53.0,44.4,72.36,0,4.5,0.0,9.9,22,6,2,True,False,False,False,False,False,0.01
52.0,42.6,70.08,0,6.6,80.6,9.9,23,6,2,False,False,True,False,False,False,0.0
51.3,43.3,74.06,0,3.6,3.5,9.9,0,0,2,True,False,False,False,False,False,0.01
51.2,44.8,78.76,0,5.7,87.5,9.9,1,0,2,False,False,True,False,False,False,0.0
50.0,44.8,82.22,0,6.5,0.0,9.9,2,0,2,True,False,False,False,False,False,0.0
48.8,45.8,89.28,0,5.5,0.0,9.9,3,0,2,True,False,False,False,False,False,0.01
46.5,44.1,91.26,0,0.5,0.0,9.9,4,0,2,True,False,False,False,False,False,0.0
44.6,42.5,92.22,0,0.5,0.0,9.9,5,0,2,True,False,False,False,False,False,0.01
45.2,44.0,95.75,0,0.1,89.7,9.9,6,0,2,False,False,True,False,False,False,0.0
45.2,44.1,95.93,17,2.9,82.1,8.3,7,0,2,False,False,True,False,False,False,0.84
48.1,46.2,93.01,106,0.6,13.1,8.3,8,0,2,True,False,False,False,False,False,2.32
54.7,47.9,77.72,343,3.5,33.9,9.9,9,0,2,False,False,True,False,False,False,4.2
58.7,49.9,72.33,216,0.5,5.0,9.9,10,0,2,True,False,False,False,False,False,3.41
62.6,49.9,63.16,384,2.1,98.2,9.9,11,0,2,False,True,False,False,False,False,2.34
61.0,50.0,67.14,57,7.1,100.0,9.8,12,0,2,False,True,False,False,False,False,1.07
59.1,53.6,82.13,133,7.0,100.0,8.1,13,0,2,False,False,False,False,True,False,2.04
63.4,52.2,66.78,238,7.0,90.2,9.9,14,0,2,False,False,False,False,True,False,2.7
63.6,51.4,64.46,480,0.8,12.0,9.9,15,0,2,True,False,False,False,False,False,2.23
62.8,52.1,68.05,109,4.5,92.8,9.9,16,0,2,False,True,False,False,False,False,0.64
62.8,52.0,67.77,37,1.0,98.9,9.9,17,0,2,False,True,False,False,False,False,0.17
60.7,52.7,75.06,0,8.2,90.2,9.9,18,0,2,False,True,False,False,False,False,0.0
57.8,50.2,75.76,0,9.2,87.1,9.9,19,0,2,False,False,False,False,False,True,0.0
55.9,48.2,75.3,0,6.7,5.0,9.9,20,0,2,True,False,False,False,False,False,0.01
52.1,46.2,80.22,0,7.0,2.7,9.9,21,0,2,True,False,False,False,False,False,0.0
52.0,46.1,80.51,0,12.7,0.0,9.9,22,0,2,True,False,False,False,False,False,0.01
50.1,45.1,82.82,0,7.9,0.0,9.9,23,0,2,True,False,False,False,False,False,0.0
51.0,44.9,79.52,0,9.6,8.8,9.9,0,1,2,True,False,False,False,False,False,0.0
49.0,44.8,85.46,0,7.3,8.8,9.9,1,1,2,True,False,False,False,False,False,0.01
47.3,44.8,91.01,0,3.8,8.8,9.9,2,1,2,True,False,False,False,False,False,0.0
44.5,42.4,92.36,0,5.8,3.5,9.9,3,1,2,True,False,False,False,False,False,0.01
44.2,41.2,89.07,0,6.9,0.0,9.9,4,1,2,True,False,False,False,False,False,0.0
43.2,39.2,85.48,0,7.0,0.0,9.9,5,1,2,True,False,False,False,False,False,0.01
42.4,38.8,87.1,0,8.0,0.0,9.9,6,1,2,True,False,False,False,False,False,0.03
41.2,36.9,84.52,24,8.4,0.0,9.9,7,1,2,True,False,False,False,False,False,1.36
46.8,37.0,68.55,169,8.0,5.0,9.9,8,1,2,True,False,False,False,False,False,3.19
50.9,35.8,56.07,363,9.2,2.7,9.9,9,1,2,True,False,False,False,False,False,4.36
52.9,37.0,54.65,157,9.3,0.0,9.9,10,1,2,True,False,False,False,False,False,4.92
56.5,38.8,51.5,190,9.9,0.0,9.9,11,1,2,True,False,False,False,False,False,5.3
58.7,39.9,49.57,522,11.3,0.0,9.9,12,1,2,True,False,False,False,False,False,5.23
61.5,39.3,43.83,705,13.3,0.0,9.9,13,1,2,True,False,False,False,False,False,4.96
63.6,33.3,32.17,632,12.8,0.0,9.9,14,1,2,True,False,False,False,False,False,3.96
63.7,32.1,30.49,495,12.8,0.0,9.9,15,1,2,True,False,False,False,False,False,2.53
63.8,29.1,26.99,308,14.3,0.0,9.9,16,1,2,True,False,False,False,False,False,0.9
62.5,27.2,26.08,32,6.3,0.0,9.9,17,1,2,True,False,False,False,False,False,0.07
56.9,27.6,32.33,0,6.2,0.0,9.9,18,1,2,True,False,False,False,False,False,0.01
53.2,30.7,42.11,0,6.5,0.0,9.9,19,1,2,True,False,False,False,False,False,0.0
51.3,34.7,53.01,0,6.5,0.0,9.9,20,1,2,True,False,False,False,False,False,0.01
48.8,35.7,60.38,0,0.5,0.0,9.9,21,1,2,True,False,False,False,False,False,0.0
46.3,35.7,66.52,0,5.4,0.0,9.9,22,1,2,True,False,False,False,False,False,0.01
46.4,35.8,66.56,0,0.5,0.0,9.9,23,1,2,True,False,False,False,False,False,0.0
44.5,36.0,72.02,0,0.6,0.0,9.8,0,2,2,True,False,False,False,False,False,0.01
42.0,36.0,79.21,0,0.0,0.0,9.9,1,2,2,True,False,False,False,False,False,0.0
40.9,35.2,80.07,0,2.9,0.0,9.9,2,2,2,True,False,False,False,False,False,0.01
39.8,36.1,86.25,0,5.0,0.0,9.9,3,2,2,True,False,False,False,False,False,0.0
39.7,35.1,83.69,0,0.1,0.0,9.9,4,2,2,True,False,False,False,False,False,0.01
39.7,35.2,83.73,0,0.0,0.0,9.8,5,2,2,True,False,False,False,False,False,0.0
38.0,34.3,86.4,0,2.9,0.0,9.8,6,2,2,True,False,False,False,False,False,0.05
37.9,35.1,89.57,28,3.4,0.0,9.8,7,2,2,True,False,False,False,False,False,1.5
43.8,38.0,79.9,182,2.9,0.0,9.9,8,2,2,True,False,False,False,False,False,3.22
49.8,39.7,68.03,371,0.3,0.0,9.9,9,2,2,True,False,False,False,False,False,4.31
55.0,38.8,54.21,86,0.5,0.0,9.9,10,2,2,True,False,False,False,False,False,4.9
59.9,35.2,39.59,388,3.2,0.0,9.9,11,2,2,True,False,False,False,False,False,5.1
62.8,35.4,35.87,221,2.9,0.0,9.9,12,2,2,True,False,False,False,False,False,5.04
64.9,36.2,34.46,709,0.2,0.0,9.9,13,2,2,True,False,False,False,False,False,4.72
67.7,37.2,32.59,631,5.2,0.0,9.9,14,2,2,True,False,False,False,False,False,3.77
67.8,35.8,30.77,490,3.6,0.0,9.9,15,2,2,True,False,False,False,False,False,2.42
67.8,36.5,31.55,301,4.8,0.0,9.9,16,2,2,True,False,False,False,False,False,0.88
66.6,39.2,36.5,34,3.7,0.0,9.9,17,2,2,True,False,False,False,False,False,0.07
62.9,43.1,48.3,0,5.9,0.0,9.9,18,2,2,True,False,False,False,False,False,0.01
58.0,44.1,59.82,0,6.2,0.0,9.9,19,2,2,True,False,False,False,False,False,0.0
55.1,44.9,68.52,0,6.2,0.0,9.9,20,2,2,True,False,False,False,False,False,0.01
52.8,45.0,74.61,0,5.8,0.0,9.9,21,2,2,True,False,False,False,False,False,0.0
51.8,44.9,77.21,0,5.5,0.0,9.9,22,2,2,True,False,False,False,False,False,0.01
52.4,44.1,73.31,0,4.8,0.0,9.9,23,2,2,True,False,False,False,False,False,0.0
51.5,42.5,71.49,0,0.3,0.0,9.9,0,3,2,True,False,False,False,False,False,0.01
47.2,42.4,83.36,0,0.2,0.0,9.9,1,3,2,True,False,False,False,False,False,0.0
48.5,42.4,79.43,0,0.1,0.0,9.9,2,3,2,True,False,False,False,False,False,0.01
47.6,41.2,78.27,0,0.0,0.0,9.8,3,3,2,True,False,False,False,False,False,0.0
46.1,41.3,83.23,0,0.2,0.0,9.8,4,3,2,True,False,False,False,False,False,0.01
46.7,41.1,80.8,0,0.8,0.0,9.8,5,3,2,True,False,False,False,False,False,0.0
46.7,42.1,83.93,0,3.0,77.1,9.8,6,3,2,False,False,True,False,False,False,0.04
46.1,42.2,86.31,15,3.5,77.1,9.8,7,3,2,False,False,True,False,False,False,0.25
48.6,44.7,86.44,67,0.9,3.1,9.6,8,3,2,True,False,False,False,False,False,0.61
50.1,44.9,82.39,121,5.0,3.5,9.9,9,3,2,True,False,False,False,False,False,0.81
51.8,45.1,77.95,167,6.7,3.5,9.9,10,3,2,True,False,False,False,False,False,1.16
56.0,46.1,69.33,288,10.0,12.3,9.9,11,3,2,True,False,False,False,False,False,1.65
61.5,47.6,60.3,301,17.4,83.4,9.9,12,3,2,False,False,True,False,False,False,3.3
61.7,46.9,58.37,349,20.5,100.0,9.8,13,3,2,False,True,False,False,False,False,2.76
61.9,46.1,56.08,637,16.6,98.9,9.9,14,3,2,False,True,False,False,False,False,2.93
